-3.936428329893418621e+00 -5.944924442310326462e-01 1.131052338019269826e-01 7.203375924210371484e-02
-3.240828115512064400e+00 -5.106581957403625305e-01 -9.480516730446517104e-02 -3.769257358936123348e-02
-3.148747462059260371e+00 9.924505271586951949e-01 -5.499290772288724372e-02 -6.681352638685587875e-02
-2.841179146067197792e+00 -3.859568382031023370e-01 3.741689283020396828e-02 -7.344452214829177983e-02
-3.021796982743780280e+00 6.828273980050466596e-01 -4.101441220171091195e-02 1.190273200369244416e-01
-3.419239736363997029e+00 9.592297509495100183e-01 -5.863880805043256150e-02 -3.927541615132418285e-02
-2.864080988131019634e+00 1.791141293181515159e+00 -1.253089906040162627e-01 -6.647476093286525112e-02
-3.448856632221768415e+00 2.092503755038166435e+00 3.641136129813397904e-02 1.034556767201661939e-02
-2.665677739498327536e+00 -1.150307196594926307e+00 -2.137936723747698997e-01 2.890509232291922290e-02
-3.155708690698594943e+00 4.609047708329649939e-01 -2.113457633513003003e-02 -1.723371743768062347e-02
-2.787627650827182446e+00 1.236007959078323726e+00 -1.047664295636731857e-01 -7.355361287986202090e-03
-2.768932617759605641e+00 -2.037452148461450729e+00 -3.140352345349347596e-01 -2.808520347002119166e-01
-3.175365084164276208e+00 -1.199251671669189667e+00 3.088726524915434701e-02 2.942022054200866266e-01
-2.903525296471325401e+00 2.102602794433170996e-01 -1.137277586001794183e-01 1.349353480361039637e-01
-2.827034516909486150e+00 7.550967511815596944e-02 -1.981184049567047967e-01 -1.653615069426991324e-01
-3.582842098288381294e+00 7.879359613417380448e-02 -1.438172438819937671e-01 -1.871984352119664963e-01
-2.843700347533195671e+00 3.436897251426702660e-01 -2.002410066977604042e-01 -9.792923658017574362e-02
-4.419136451081174144e+00 -3.154119910714856534e-01 -6.677045611330634234e-02 -2.906947182441151911e-01
-3.177987269223558453e+00 -2.901884234149149311e+00 2.471181715296859038e-01 2.803036527986983439e-01
-4.017717973950236221e+00 4.479768391548830664e-01 -1.036715741175185113e-01 -1.713465169447953296e-01
-3.334025145967429271e+00 1.567589124372558984e-01 -2.137735895492508253e-01 -4.162046575256190262e-01
-2.977782863577382422e+00 4.409398251862419738e-01 -1.754712311596550722e-01 -3.479116056067754759e-02
-1.794944046005521043e+00 1.565327721106922754e+00 4.611817041248630344e-01 -2.316464095642077892e-01
-1.352542467119138170e+00 5.137494578777952459e-01 2.632292141697457621e-01 -5.999402896344955272e-01
-3.840719974321006092e+00 -1.016469763978153251e+00 -6.677477799055553387e-01 -5.422552903413528913e-01
-5.347797401361647829e+00 -5.508010280944808379e+00 9.930760932945477126e-01 1.174728603841709990e-01
-1.121116877181219662e+00 -1.138599077975012364e+00 -4.600245917692623587e-01 -3.087793056182860374e-01
-3.663942827772531441e+00 -2.592313504392237955e-01 -1.095821000343901175e-01 1.324738952100700251e-01
-1.264788522567826812e+00 2.091936836948817824e+00 -2.340527226199697886e-01 4.746996460005732665e-02
-3.280008954135600341e+00 -1.816634000598465193e-01 1.617820639389408177e-01 1.734826647853890957e-01
-5.622282706080429904e+00 -1.023740902097270311e+00 -5.948099046881240026e-01 3.113071864705278524e-01
-4.110842013099981429e+00 5.123025642166338045e+00 -7.766831119738848432e-01 -1.581018251156197096e-01
-2.179737151573521103e+00 -1.546532256119085957e+00 -2.301227936801754359e-01 -1.178001390317131025e-01
